0;0;0;0;land;false;unknown;0
1;247;44;241;land;false;plains;1
2;88;226;189;land;false;plains;1
3;220;250;206;land;false;forest;1
4;247;98;173;land;false;hills;1
5;128;248;135;land;false;plains;1
6;227;115;180;land;false;plains;1
7;181;184;227;land;false;jungle;1
8;215;244;57;land;false;hills;1
9;122;234;224;land;false;plains;1
10;232;185;151;land;false;plains;1
11;208;247;107;land;false;forest;1
12;101;192;239;land;true;jungle;1
13;239;75;216;land;true;plains;1
14;184;175;211;land;true;plains;1
15;243;230;80;land;false;plains;1
16;157;151;201;land;true;plains;1
17;184;250;79;land;false;jungle;1
18;196;254;105;land;false;forest;1
19;160;210;205;land;false;forest;1
20;141;242;179;land;false;plains;1
21;254;174;224;land;false;plains;1
22;245;237;230;land;false;mountain;1
23;235;136;160;land;false;mountain;1
24;159;251;111;land;true;desert;1
25;212;191;159;land;false;plains;1
26;209;198;174;land;false;jungle;1
27;136;220;191;land;false;plains;1
28;136;203;194;land;false;plains;1
29;139;233;203;land;false;plains;1
30;181;213;179;land;false;plains;1
31;137;189;196;land;false;jungle;1
32;114;201;247;land;false;mountain;1
33;132;252;195;land;false;hills;1
34;168;222;241;land;false;plains;1
35;112;202;196;land;false;plains;1
36;226;242;39;land;false;plains;1
37;234;219;177;land;false;plains;1
38;138;207;169;land;false;forest;1
39;61;227;226;land;false;plains;1
40;212;140;229;land;false;plains;1
41;171;208;228;land;false;desert;1
42;139;140;225;land;false;plains;1
43;249;232;101;land;true;plains;1
44;245;92;205;land;false;plains;1
45;112;163;244;land;false;plains;1
46;253;146;194;land;false;forest;1
47;254;209;168;land;true;jungle;1
48;191;212;204;land;false;desert;1
49;121;248;248;land;false;jungle;1
50;229;113;187;land;false;jungle;1
51;243;178;131;land;false;plains;1
52;214;209;163;land;false;plains;1
53;86;245;228;land;false;mountain;1
54;185;219;249;land;false;desert;1
55;196;148;172;land;false;hills;1
56;183;172;200;land;true;mountain;1
57;174;148;233;land;false;plains;1
58;145;150;208;land;false;plains;1
59;213;224;90;land;false;hills;1
60;177;141;235;land;false;plains;1
61;101;246;185;land;false;forest;1
62;157;248;145;land;false;plains;1
63;164;230;125;land;false;hills;1
64;215;81;252;land;true;plains;1
65;217;123;202;land;false;jungle;1
66;158;213;253;land;true;desert;1
67;214;228;60;land;false;mountain;1
68;143;186;210;land;false;plains;1
69;253;198;170;land;false;plains;1
70;246;137;158;land;false;plains;1
71;243;106;182;land;false;plains;1
72;114;198;220;land;false;plains;1
73;252;46;228;land;false;forest;1
74;219;246;184;land;true;plains;1
75;208;130;210;land;false;plains;1
76;147;219;153;land;false;jungle;1
77;198;185;120;land;false;plains;1
78;244;166;208;land;false;forest;1
79;250;242;111;land;false;desert;1
80;221;70;227;land;false;plains;1
81;154;230;129;land;false;plains;1
82;139;188;192;land;false;urban;1
83;243;185;227;land;true;desert;1
84;170;244;251;land;false;plains;1
85;174;211;149;land;false;plains;1
86;156;222;176;land;false;forest;1
87;250;246;22;land;false;forest;1
88;211;164;221;land;false;desert;1
89;191;245;186;land;true;plains;1
90;210;231;186;land;false;plains;1
91;250;232;228;land;false;plains;1
92;211;132;200;land;false;jungle;1
93;190;230;174;land;false;plains;1
94;127;237;172;land;true;jungle;1
95;220;227;219;land;false;plains;1
96;209;208;160;land;false;desert;1
97;249;208;172;land;false;plains;1
98;79;248;227;land;true;desert;1
99;246;201;141;land;false;jungle;1
100;127;232;245;land;false;mountain;1
101;202;106;251;land;true;jungle;1
102;217;216;79;land;true;plains;1
103;141;199;184;land;false;desert;1
104;192;165;221;land;false;plains;1
105;87;244;184;land;true;plains;1
106;249;185;125;land;false;mountain;1
107;166;232;248;land;false;plains;1
108;237;155;129;land;false;mountain;1
109;231;150;232;land;false;plains;1
110;215;104;189;land;false;plains;1
111;93;219;189;land;false;forest;1
112;207;217;137;land;false;plains;1
113;145;216;228;land;false;mountain;1
114;166;180;160;land;false;plains;1
115;254;221;28;land;false;plains;1
116;207;242;248;land;false;plains;1
117;192;116;253;land;false;mountain;1
118;234;176;191;land;false;desert;1
119;77;218;230;land;false;desert;1
120;253;175;106;land;false;plains;1
121;91;210;228;land;false;plains;1
122;86;252;245;land;false;desert;1
123;251;118;164;land;false;plains;1
124;147;212;216;land;false;jungle;1
125;156;246;236;land;false;plains;1
126;175;186;149;land;false;plains;1
127;194;204;133;land;false;jungle;1
128;64;242;202;land;false;plains;1
129;233;132;209;land;true;plains;1
130;164;224;236;land;false;plains;1
131;183;205;143;land;false;plains;1
132;184;201;239;land;false;plains;1
133;201;164;220;land;false;jungle;1
134;175;139;204;land;false;plains;1
135;106;181;243;land;false;mountain;1
136;252;224;152;land;false;mountain;1
137;183;196;251;land;true;desert;1
138;231;207;251;land;false;plains;1
139;100;204;249;land;false;plains;1
140;152;254;249;land;false;plains;1
141;251;248;162;land;true;forest;1
142;248;133;177;land;false;jungle;1
143;230;170;145;land;false;plains;1
144;146;213;178;land;false;hills;1
145;236;254;149;land;true;urban;1
146;164;133;230;land;false;desert;1
147;221;109;179;land;false;urban;1
148;199;207;132;land;true;jungle;1
149;142;192;232;land;false;forest;1
150;248;247;175;land;false;plains;1
151;228;176;129;land;false;mountain;1
152;252;234;241;land;false;forest;1
153;212;253;151;land;false;plains;1
154;253;84;233;land;false;plains;1
155;196;246;205;land;false;forest;1
156;234;150;231;land;false;desert;1
157;150;203;229;land;false;desert;1
158;245;242;94;land;false;plains;1
159;181;163;188;land;false;jungle;1
160;189;254;117;land;false;plains;1
161;135;246;216;land;false;hills;1
162;207;120;191;land;false;plains;1
163;168;172;173;land;false;jungle;1
164;183;91;244;land;false;plains;1
165;148;121;242;land;false;plains;1
166;122;224;187;land;true;plains;1
